time_s,altitude_m,velocity_ms,mass_kg,fuel_kg,theta_rad,alpha_rad
141.1,3759.11,158.937,153875,1124.66,1.2823,0.0697778
141.2,3774.35,158.248,153875,1125.46,1.28976,0.0697778
141.3,3789.55,157.557,153874,1126.26,1.29721,0.0697778
141.4,3804.72,156.864,153873,1127.05,1.30464,0.0697778
141.5,3819.85,156.17,153872,1127.85,1.31206,0.0697778
141.6,3834.95,155.475,153871,1128.65,1.31946,0.0697778
141.7,3850.01,154.778,153871,1129.44,1.32684,0.0697778
141.8,3865.03,154.08,153870,1130.24,1.33421,0.0697778
141.9,3880.01,153.381,153869,1131.04,1.34157,0.0697778
142,3894.94,152.681,153868,1131.83,1.34891,0.0697778
142.1,3909.84,151.98,153867,1132.63,1.35624,0.0697778
142.2,3924.69,151.278,153867,1133.43,1.36356,0.0697778
142.3,3939.49,150.575,153866,1134.23,1.37086,0.0697778
142.4,3954.25,149.871,153865,1135.02,1.37816,0.0697778
142.5,3968.96,149.166,153864,1135.82,1.38544,0.0697778
142.6,3983.62,148.46,153863,1136.62,1.39271,0.0697778
142.7,3998.23,147.753,153863,1137.41,1.39997,0.0697778
142.8,4012.79,147.046,153862,1138.21,1.40723,0.0697778
142.9,4027.3,146.338,153861,1139.01,1.41447,0.0697778
143,4041.76,145.629,153860,1139.81,1.4217,0.0697778
143.1,4056.16,144.92,153859,1140.6,1.42893,0.0697778
143.2,4070.5,144.21,153859,1141.4,1.43615,0.0697778
143.3,4084.79,143.5,153858,1142.2,1.44336,0.0697778
143.4,4099.03,142.789,153857,1142.99,1.45057,0.0697778
143.5,4113.2,142.078,153856,1143.79,1.45777,0.0697778
143.6,4127.32,141.367,153855,1144.59,1.46497,0.0697778
143.7,4141.38,140.655,153855,1145.38,1.47216,0.0697778
143.8,4155.37,139.943,153854,1146.18,1.47935,0.0697778
143.9,4169.31,139.231,153853,1146.98,1.48654,0.0697778
144,4183.18,138.519,153852,1147.78,1.49372,0.0697778
144.1,4196.99,137.806,153851,1148.57,1.5009,0.0697778
144.2,4210.74,137.094,153851,1149.37,1.50808,0.0697778
144.3,4224.42,136.381,153850,1150.17,1.51526,0.0697778
144.4,4238.04,135.669,153849,1150.96,1.52244,0.0697778
144.5,4251.59,134.957,153848,1151.76,1.52963,0.0697778
144.6,4265.08,134.244,153847,1152.56,1.53681,0.0697778
144.7,4278.49,133.532,153847,1153.36,1.544,0.0697778
144.8,4291.84,132.821,153846,1154.15,1.55119,0.0697778
144.9,4305.12,132.109,153845,1154.95,1.55838,0.0697778
145,4318.33,131.398,153844,1155.75,1.56558,0.0697778
145.1,4331.47,130.687,153843,1156.54,1.57279,0.0697778
145.2,4344.54,129.977,153843,1157.34,1.58,0.0697778
145.3,4357.54,129.267,153842,1158.14,1.58722,0.0697778
145.4,4370.46,128.557,153841,1158.93,1.59445,0.0697778
145.5,4383.31,127.848,153840,1159.73,1.60168,0.0697778
145.6,4396.09,127.14,153839,1160.53,1.60893,0.0697778
145.7,4408.8,126.432,153839,1161.33,1.61619,0.0697778
145.8,4421.43,125.725,153838,1162.12,1.62346,0.0697778
145.9,4433.98,125.019,153837,1162.92,1.63074,0.0697778
146,4446.46,124.314,153836,1163.72,1.63804,0.0697778
146.1,4458.87,123.609,153835,1164.51,1.64535,0.0697778
146.2,4471.19,122.906,153835,1165.31,1.65268,0.0697778
146.3,4483.44,122.203,153834,1166.11,1.66002,0.0697778
146.4,4495.61,121.501,153833,1166.91,1.66738,0.0697778
146.5,4507.71,120.801,153832,1167.7,1.67476,0.0697778
146.6,4519.72,120.101,153832,1168.5,1.68216,0.0697778
146.7,4531.66,119.403,153831,1169.3,1.68959,0.0697778
146.8,4543.51,118.706,153830,1170.09,1.69703,0.0697778
146.9,4555.29,118.01,153829,1170.89,1.7045,0.0697778
147,4566.99,117.315,153828,1171.69,1.71199,0.0697778
147.1,4578.6,116.622,153828,1172.49,1.7195,0.0697778
147.2,4590.13,115.93,153827,1173.28,1.72705,0.0697778
147.3,4601.59,115.24,153826,1174.08,1.73462,0.0697778
147.4,4612.95,114.551,153825,1174.88,1.74222,0.0697778
147.5,4624.24,113.864,153824,1175.67,1.74985,0.0697778
147.6,4635.45,113.178,153824,1176.47,1.75751,0.0697778
147.7,4646.57,112.494,153823,1177.27,1.76521,0.0697778
147.8,4657.6,111.812,153822,1178.06,1.77294,0.0697778
147.9,4668.56,111.132,153821,1178.86,1.7807,0.0697778
148,4679.43,110.453,153820,1179.66,1.78851,0.0697778
148.1,4690.21,109.777,153820,1180.46,1.79635,0.0697778
148.2,4700.91,109.102,153819,1181.25,1.80423,0.0697778
148.3,4711.53,108.43,153818,1182.05,1.81215,0.0697778
148.4,4722.05,107.76,153817,1182.85,1.82011,0.0697778
148.5,4732.5,107.091,153816,1183.64,1.82812,0.0697778
148.6,4742.85,106.426,153816,1184.44,1.83617,0.0697778
148.7,4753.12,105.762,153815,1185.24,1.84427,0.0697778
148.8,4763.31,105.101,153814,1186.04,1.85242,0.0697778
148.9,4773.4,104.443,153813,1186.83,1.86062,0.0697778
149,4783.41,103.787,153812,1187.63,1.86888,0.0697778
149.1,4793.33,103.133,153812,1188.43,1.87718,0.0697778
149.2,4803.17,102.483,153811,1189.22,1.88554,0.0697778
149.3,4812.91,101.835,153810,1190.02,1.89396,0.0697778
149.4,4822.57,101.19,153809,1190.82,1.90243,0.0697778
149.5,4832.13,100.548,153808,1191.61,1.91097,0.0697778
149.6,4841.61,99.9087,153808,1192.41,1.91957,0.0697778
149.7,4851,99.2728,153807,1193.21,1.92823,0.0697778
149.8,4860.3,98.6401,153806,1194.01,1.93696,0.0697778
149.9,4869.51,98.0106,153805,1194.8,1.94575,0.0697778
150,4878.63,97.3846,153804,1195.6,1.95462,0.0697778
